MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT,date
Fluchtunfälle,Verletzte und Getötete,2001,200110,85.0,47.0,112.5,80.85,60.0,2001-10-01
Fluchtunfälle,Verletzte und Getötete,2001,200111,32.0,56.0,-62.35,-42.86,58.0,2001-11-01
Fluchtunfälle,Verletzte und Getötete,2001,200112,39.0,45.0,21.88,-13.33,57.0,2001-12-01
Fluchtunfälle,Verletzte und Getötete,2002,200201,36.0,44.0,-7.69,-18.18,57.0,2002-01-01
Fluchtunfälle,Verletzte und Getötete,2002,200202,33.0,51.0,-8.33,-35.29,55.0,2002-02-01
Fluchtunfälle,Verletzte und Getötete,2002,200203,39.0,43.0,18.18,-9.3,55.0,2002-03-01
Fluchtunfälle,Verletzte und Getötete,2002,200204,37.0,68.0,-5.13,-45.59,52.0,2002-04-01
Fluchtunfälle,Verletzte und Getötete,2002,200205,73.0,67.0,97.3,8.96,53.0,2002-05-01
Fluchtunfälle,Verletzte und Getötete,2002,200206,74.0,78.0,1.37,-5.13,52.0,2002-06-01
Fluchtunfälle,Verletzte und Getötete,2002,200207,72.0,83.0,-2.7,-13.25,51.0,2002-07-01
Fluchtunfälle,Verletzte und Getötete,2002,200208,50.0,57.0,-30.56,-12.28,51.0,2002-08-01
Fluchtunfälle,Verletzte und Getötete,2002,200209,77.0,40.0,54.0,92.5,54.0,2002-09-01
Fluchtunfälle,Verletzte und Getötete,2002,200210,49.0,85.0,-36.36,-42.35,51.0,2002-10-01
Fluchtunfälle,Verletzte und Getötete,2002,200211,50.0,32.0,2.04,56.25,52.0,2002-11-01
Fluchtunfälle,Verletzte und Getötete,2002,200212,38.0,39.0,-24.0,-2.56,52.0,2002-12-01
Fluchtunfälle,Verletzte und Getötete,2003,200301,21.0,36.0,-44.74,-41.67,51.0,2003-01-01
Fluchtunfälle,Verletzte und Getötete,2003,200302,20.0,33.0,-4.76,-39.39,50.0,2003-02-01
Fluchtunfälle,Verletzte und Getötete,2003,200303,44.0,39.0,120.0,12.82,50.0,2003-03-01
Fluchtunfälle,Verletzte und Getötete,2003,200304,30.0,37.0,-31.82,-18.92,50.0,2003-04-01
Fluchtunfälle,Verletzte und Getötete,2003,200305,56.0,73.0,86.67,-23.29,48.0,2003-05-01
Fluchtunfälle,Verletzte und Getötete,2003,200306,81.0,74.0,44.64,9.46,49.0,2003-06-01
Fluchtunfälle,Verletzte und Getötete,2003,200307,35.0,72.0,-56.79,-51.39,46.0,2003-07-01
Fluchtunfälle,Verletzte und Getötete,2003,200308,41.0,50.0,17.14,-18.0,45.0,2003-08-01
Fluchtunfälle,Verletzte und Getötete,2003,200309,50.0,77.0,21.95,-35.06,43.0,2003-09-01
Fluchtunfälle,Verletzte und Getötete,2003,200310,47.0,49.0,-6.0,-4.08,43.0,2003-10-01
Fluchtunfälle,Verletzte und Getötete,2003,200311,59.0,50.0,25.53,18.0,44.0,2003-11-01
Fluchtunfälle,Verletzte und Getötete,2003,200312,78.0,38.0,32.2,105.26,47.0,2003-12-01
Fluchtunfälle,Verletzte und Getötete,2004,200401,33.0,21.0,-57.69,57.14,48.0,2004-01-01
Fluchtunfälle,Verletzte und Getötete,2004,200402,31.0,20.0,-6.06,55.0,49.0,2004-02-01
Fluchtunfälle,Verletzte und Getötete,2004,200403,20.0,44.0,-35.48,-54.55,47.0,2004-03-01
Fluchtunfälle,Verletzte und Getötete,2004,200404,39.0,30.0,95.0,30.0,48.0,2004-04-01
Fluchtunfälle,Verletzte und Getötete,2004,200405,41.0,56.0,5.13,-26.79,46.0,2004-05-01
Fluchtunfälle,Verletzte und Getötete,2004,200406,53.0,81.0,29.27,-34.57,44.0,2004-06-01
Fluchtunfälle,Verletzte und Getötete,2004,200407,83.0,35.0,56.6,137.14,48.0,2004-07-01
Fluchtunfälle,Verletzte und Getötete,2004,200408,48.0,41.0,-42.17,17.07,49.0,2004-08-01
Fluchtunfälle,Verletzte und Getötete,2004,200409,63.0,50.0,31.25,26.0,50.0,2004-09-01
Fluchtunfälle,Verletzte und Getötete,2004,200410,40.0,47.0,-36.51,-14.89,49.0,2004-10-01
Fluchtunfälle,Verletzte und Getötete,2004,200411,46.0,59.0,15.0,-22.03,48.0,2004-11-01
Fluchtunfälle,Verletzte und Getötete,2004,200412,45.0,78.0,-2.17,-42.31,45.0,2004-12-01
Fluchtunfälle,Verletzte und Getötete,2005,200501,24.0,33.0,-46.67,-27.27,44.0,2005-01-01
Fluchtunfälle,Verletzte und Getötete,2005,200502,22.0,31.0,-8.33,-29.03,44.0,2005-02-01
Fluchtunfälle,Verletzte und Getötete,2005,200503,33.0,20.0,50.0,65.0,45.0,2005-03-01
Fluchtunfälle,Verletzte und Getötete,2005,200504,45.0,39.0,36.36,15.38,45.0,2005-04-01
Fluchtunfälle,Verletzte und Getötete,2005,200505,52.0,41.0,15.56,26.83,46.0,2005-05-01
Fluchtunfälle,Verletzte und Getötete,2005,200506,53.0,53.0,1.92,0.0,46.0,2005-06-01
Fluchtunfälle,Verletzte und Getötete,2005,200507,65.0,83.0,22.64,-21.69,45.0,2005-07-01
Fluchtunfälle,Verletzte und Getötete,2005,200508,37.0,48.0,-43.08,-22.92,44.0,2005-08-01
Fluchtunfälle,Verletzte und Getötete,2005,200509,81.0,63.0,118.92,28.57,45.0,2005-09-01
Fluchtunfälle,Verletzte und Getötete,2005,200510,54.0,40.0,-33.33,35.0,46.0,2005-10-01
Fluchtunfälle,Verletzte und Getötete,2005,200511,27.0,46.0,-50.0,-41.3,45.0,2005-11-01
Fluchtunfälle,Verletzte und Getötete,2005,200512,32.0,45.0,18.52,-28.89,44.0,2005-12-01
Fluchtunfälle,Verletzte und Getötete,2006,200601,31.0,24.0,-3.13,29.17,44.0,2006-01-01
Fluchtunfälle,Verletzte und Getötete,2006,200602,33.0,22.0,6.45,50.0,45.0,2006-02-01
Fluchtunfälle,Verletzte und Getötete,2006,200603,34.0,33.0,3.03,3.03,45.0,2006-03-01
Fluchtunfälle,Verletzte und Getötete,2006,200604,25.0,45.0,-26.47,-44.44,44.0,2006-04-01
Fluchtunfälle,Verletzte und Getötete,2006,200605,33.0,52.0,32.0,-36.54,42.0,2006-05-01
Fluchtunfälle,Verletzte und Getötete,2006,200606,40.0,53.0,21.21,-24.53,41.0,2006-06-01
Fluchtunfälle,Verletzte und Getötete,2006,200607,78.0,65.0,95.0,20.0,42.0,2006-07-01
Fluchtunfälle,Verletzte und Getötete,2006,200608,40.0,37.0,-48.72,8.11,42.0,2006-08-01
Fluchtunfälle,Verletzte und Getötete,2006,200609,66.0,81.0,65.0,-18.52,41.0,2006-09-01
Fluchtunfälle,Verletzte und Getötete,2006,200610,43.0,54.0,-34.85,-20.37,40.0,2006-10-01
Fluchtunfälle,Verletzte und Getötete,2006,200611,38.0,27.0,-11.63,40.74,41.0,2006-11-01
Fluchtunfälle,Verletzte und Getötete,2006,200612,44.0,32.0,15.79,37.5,42.0,2006-12-01
Fluchtunfälle,Verletzte und Getötete,2007,200701,19.0,31.0,-56.82,-38.71,41.0,2007-01-01
Fluchtunfälle,Verletzte und Getötete,2007,200702,33.0,33.0,73.68,0.0,41.0,2007-02-01
Fluchtunfälle,Verletzte und Getötete,2007,200703,20.0,34.0,-39.39,-41.18,40.0,2007-03-01
Fluchtunfälle,Verletzte und Getötete,2007,200704,43.0,25.0,115.0,72.0,41.0,2007-04-01
Fluchtunfälle,Verletzte und Getötete,2007,200705,48.0,33.0,11.63,45.45,43.0,2007-05-01
Fluchtunfälle,Verletzte und Getötete,2007,200706,50.0,40.0,4.17,25.0,44.0,2007-06-01
Fluchtunfälle,Verletzte und Getötete,2007,200707,59.0,78.0,18.0,-24.36,42.0,2007-07-01
Fluchtunfälle,Verletzte und Getötete,2007,200708,39.0,40.0,-33.9,-2.5,42.0,2007-08-01
Fluchtunfälle,Verletzte und Getötete,2007,200709,41.0,66.0,5.13,-37.88,40.0,2007-09-01
Fluchtunfälle,Verletzte und Getötete,2007,200710,49.0,43.0,19.51,13.95,40.0,2007-10-01
Fluchtunfälle,Verletzte und Getötete,2007,200711,46.0,38.0,-6.12,21.05,41.0,2007-11-01
Fluchtunfälle,Verletzte und Getötete,2007,200712,29.0,44.0,-36.96,-34.09,40.0,2007-12-01
Fluchtunfälle,Verletzte und Getötete,2008,200801,27.0,19.0,-6.9,42.11,40.0,2008-01-01
Fluchtunfälle,Verletzte und Getötete,2008,200802,29.0,33.0,7.41,-12.12,40.0,2008-02-01
Fluchtunfälle,Verletzte und Getötete,2008,200803,25.0,20.0,-13.79,25.0,40.0,2008-03-01
Fluchtunfälle,Verletzte und Getötete,2008,200804,41.0,43.0,64.0,-4.65,40.0,2008-04-01
Fluchtunfälle,Verletzte und Getötete,2008,200805,57.0,48.0,39.02,18.75,41.0,2008-05-01
Fluchtunfälle,Verletzte und Getötete,2008,200806,59.0,50.0,3.51,18.0,42.0,2008-06-01
Fluchtunfälle,Verletzte und Getötete,2008,200807,48.0,59.0,-18.64,-18.64,41.0,2008-07-01
Fluchtunfälle,Verletzte und Getötete,2008,200808,55.0,39.0,14.58,41.03,42.0,2008-08-01
Fluchtunfälle,Verletzte und Getötete,2008,200809,48.0,41.0,-12.73,17.07,43.0,2008-09-01
Fluchtunfälle,Verletzte und Getötete,2008,200810,46.0,49.0,-4.17,-6.12,43.0,2008-10-01
Fluchtunfälle,Verletzte und Getötete,2008,200811,27.0,46.0,-41.3,-41.3,41.0,2008-11-01
Fluchtunfälle,Verletzte und Getötete,2008,200812,27.0,29.0,0.0,-6.9,41.0,2008-12-01
Fluchtunfälle,Verletzte und Getötete,2009,200901,22.0,27.0,-18.52,-18.52,40.0,2009-01-01
Fluchtunfälle,Verletzte und Getötete,2009,200902,35.0,29.0,59.09,20.69,41.0,2009-02-01
Fluchtunfälle,Verletzte und Getötete,2009,200903,20.0,25.0,-42.86,-20.0,40.0,2009-03-01
Fluchtunfälle,Verletzte und Getötete,2009,200904,43.0,41.0,115.0,4.88,41.0,2009-04-01
Fluchtunfälle,Verletzte und Getötete,2009,200905,49.0,57.0,13.95,-14.04,40.0,2009-05-01
Fluchtunfälle,Verletzte und Getötete,2009,200906,34.0,59.0,-30.61,-42.37,38.0,2009-06-01
Fluchtunfälle,Verletzte und Getötete,2009,200907,61.0,48.0,79.41,27.08,39.0,2009-07-01
Fluchtunfälle,Verletzte und Getötete,2009,200908,40.0,55.0,-34.43,-27.27,38.0,2009-08-01
Fluchtunfälle,Verletzte und Getötete,2009,200909,37.0,48.0,-7.5,-22.92,37.0,2009-09-01
Fluchtunfälle,Verletzte und Getötete,2009,200910,47.0,46.0,27.03,2.17,37.0,2009-10-01
Fluchtunfälle,Verletzte und Getötete,2009,200911,34.0,27.0,-27.66,25.93,37.0,2009-11-01
Fluchtunfälle,Verletzte und Getötete,2009,200912,37.0,27.0,8.82,37.04,38.0,2009-12-01
Fluchtunfälle,Verletzte und Getötete,2010,201001,17.0,22.0,-54.05,-22.73,38.0,2010-01-01
Fluchtunfälle,Verletzte und Getötete,2010,201002,21.0,35.0,23.53,-40.0,37.0,2010-02-01
Fluchtunfälle,Verletzte und Getötete,2010,201003,29.0,20.0,38.1,45.0,37.0,2010-03-01
Fluchtunfälle,Verletzte und Getötete,2010,201004,41.0,43.0,41.38,-4.65,37.0,2010-04-01
Fluchtunfälle,Verletzte und Getötete,2010,201005,31.0,49.0,-24.39,-36.73,36.0,2010-05-01
Fluchtunfälle,Verletzte und Getötete,2010,201006,57.0,34.0,83.87,67.65,38.0,2010-06-01
Fluchtunfälle,Verletzte und Getötete,2010,201007,65.0,61.0,14.04,6.56,38.0,2010-07-01
Fluchtunfälle,Verletzte und Getötete,2010,201008,48.0,40.0,-26.15,20.0,39.0,2010-08-01
Fluchtunfälle,Verletzte und Getötete,2010,201009,42.0,37.0,-12.5,13.51,39.0,2010-09-01
Fluchtunfälle,Verletzte und Getötete,2010,201010,49.0,47.0,16.67,4.26,39.0,2010-10-01
Fluchtunfälle,Verletzte und Getötete,2010,201011,33.0,34.0,-32.65,-2.94,39.0,2010-11-01
Fluchtunfälle,Verletzte und Getötete,2010,201012,23.0,37.0,-30.3,-37.84,38.0,2010-12-01
Fluchtunfälle,Verletzte und Getötete,2011,201101,26.0,17.0,13.04,52.94,39.0,2011-01-01
Fluchtunfälle,Verletzte und Getötete,2011,201102,26.0,21.0,0.0,23.81,39.0,2011-02-01
Fluchtunfälle,Verletzte und Getötete,2011,201103,32.0,29.0,23.08,10.34,39.0,2011-03-01
Fluchtunfälle,Verletzte und Getötete,2011,201104,55.0,41.0,71.88,34.15,41.0,2011-04-01
Fluchtunfälle,Verletzte und Getötete,2011,201105,68.0,31.0,23.64,119.35,44.0,2011-05-01
Fluchtunfälle,Verletzte und Getötete,2011,201106,49.0,57.0,-27.94,-14.04,43.0,2011-06-01
Fluchtunfälle,Verletzte und Getötete,2011,201107,56.0,65.0,14.29,-13.85,42.0,2011-07-01
Fluchtunfälle,Verletzte und Getötete,2011,201108,35.0,48.0,-37.5,-27.08,41.0,2011-08-01
Fluchtunfälle,Verletzte und Getötete,2011,201109,52.0,42.0,48.57,23.81,42.0,2011-09-01
Fluchtunfälle,Verletzte und Getötete,2011,201110,36.0,49.0,-30.77,-26.53,41.0,2011-10-01
Fluchtunfälle,Verletzte und Getötete,2011,201111,33.0,33.0,-8.33,0.0,41.0,2011-11-01
Fluchtunfälle,Verletzte und Getötete,2011,201112,30.0,23.0,-9.09,30.43,42.0,2011-12-01
Fluchtunfälle,Verletzte und Getötete,2012,201201,32.0,26.0,6.67,23.08,42.0,2012-01-01
Fluchtunfälle,Verletzte und Getötete,2012,201202,20.0,26.0,-37.5,-23.08,42.0,2012-02-01
Fluchtunfälle,Verletzte und Getötete,2012,201203,44.0,32.0,120.0,37.5,43.0,2012-03-01
Fluchtunfälle,Verletzte und Getötete,2012,201204,37.0,55.0,-15.91,-32.73,41.0,2012-04-01
Fluchtunfälle,Verletzte und Getötete,2012,201205,64.0,68.0,72.97,-5.88,41.0,2012-05-01
Fluchtunfälle,Verletzte und Getötete,2012,201206,61.0,49.0,-4.69,24.49,42.0,2012-06-01
Fluchtunfälle,Verletzte und Getötete,2012,201207,64.0,56.0,4.92,14.29,42.0,2012-07-01
Fluchtunfälle,Verletzte und Getötete,2012,201208,64.0,35.0,0.0,82.86,45.0,2012-08-01
Fluchtunfälle,Verletzte und Getötete,2012,201209,61.0,52.0,-4.69,17.31,46.0,2012-09-01
Fluchtunfälle,Verletzte und Getötete,2012,201210,61.0,36.0,0.0,69.44,48.0,2012-10-01
Fluchtunfälle,Verletzte und Getötete,2012,201211,49.0,33.0,-19.67,48.48,49.0,2012-11-01
Fluchtunfälle,Verletzte und Getötete,2012,201212,23.0,30.0,-53.06,-23.33,48.0,2012-12-01
Fluchtunfälle,Verletzte und Getötete,2013,201301,29.0,32.0,26.09,-9.38,48.0,2013-01-01
Fluchtunfälle,Verletzte und Getötete,2013,201302,22.0,20.0,-24.14,10.0,48.0,2013-02-01
Fluchtunfälle,Verletzte und Getötete,2013,201303,33.0,44.0,50.0,-25.0,47.0,2013-03-01
Fluchtunfälle,Verletzte und Getötete,2013,201304,50.0,37.0,51.52,35.14,48.0,2013-04-01
Fluchtunfälle,Verletzte und Getötete,2013,201305,43.0,64.0,-14.0,-32.81,47.0,2013-05-01
Fluchtunfälle,Verletzte und Getötete,2013,201306,54.0,61.0,25.58,-11.48,46.0,2013-06-01
Fluchtunfälle,Verletzte und Getötete,2013,201307,68.0,64.0,25.93,6.25,46.0,2013-07-01
Fluchtunfälle,Verletzte und Getötete,2013,201308,36.0,64.0,-47.06,-43.75,44.0,2013-08-01
Fluchtunfälle,Verletzte und Getötete,2013,201309,53.0,61.0,47.22,-13.11,43.0,2013-09-01
Fluchtunfälle,Verletzte und Getötete,2013,201310,53.0,61.0,0.0,-13.11,43.0,2013-10-01
Fluchtunfälle,Verletzte und Getötete,2013,201311,53.0,49.0,0.0,8.16,43.0,2013-11-01
Fluchtunfälle,Verletzte und Getötete,2013,201312,27.0,23.0,-49.06,17.39,43.0,2013-12-01
Fluchtunfälle,Verletzte und Getötete,2014,201401,29.0,29.0,7.41,0.0,43.0,2014-01-01
Fluchtunfälle,Verletzte und Getötete,2014,201402,22.0,22.0,-24.14,0.0,43.0,2014-02-01
Fluchtunfälle,Verletzte und Getötete,2014,201403,46.0,33.0,109.09,39.39,45.0,2014-03-01
Fluchtunfälle,Verletzte und Getötete,2014,201404,55.0,50.0,19.57,10.0,45.0,2014-04-01
Fluchtunfälle,Verletzte und Getötete,2014,201405,50.0,43.0,-9.09,16.28,46.0,2014-05-01
Fluchtunfälle,Verletzte und Getötete,2014,201406,58.0,54.0,16.0,7.41,46.0,2014-06-01
Fluchtunfälle,Verletzte und Getötete,2014,201407,62.0,68.0,6.9,-8.82,45.0,2014-07-01
Fluchtunfälle,Verletzte und Getötete,2014,201408,43.0,36.0,-30.65,19.44,46.0,2014-08-01
Fluchtunfälle,Verletzte und Getötete,2014,201409,60.0,53.0,39.53,13.21,47.0,2014-09-01
Fluchtunfälle,Verletzte und Getötete,2014,201410,55.0,53.0,-8.33,3.77,47.0,2014-10-01
Fluchtunfälle,Verletzte und Getötete,2014,201411,42.0,53.0,-23.64,-20.75,46.0,2014-11-01
Fluchtunfälle,Verletzte und Getötete,2014,201412,35.0,27.0,-16.67,29.63,46.0,2014-12-01
Fluchtunfälle,Verletzte und Getötete,2015,201501,19.0,29.0,-45.71,-34.48,46.0,2015-01-01
Fluchtunfälle,Verletzte und Getötete,2015,201502,18.0,22.0,-5.26,-18.18,45.0,2015-02-01
Fluchtunfälle,Verletzte und Getötete,2015,201503,49.0,46.0,172.22,6.52,46.0,2015-03-01
Fluchtunfälle,Verletzte und Getötete,2015,201504,45.0,55.0,-8.16,-18.18,45.0,2015-04-01
Fluchtunfälle,Verletzte und Getötete,2015,201505,41.0,50.0,-8.89,-18.0,44.0,2015-05-01
Fluchtunfälle,Verletzte und Getötete,2015,201506,54.0,58.0,31.71,-6.9,44.0,2015-06-01
Fluchtunfälle,Verletzte und Getötete,2015,201507,65.0,62.0,20.37,4.84,44.0,2015-07-01
Fluchtunfälle,Verletzte und Getötete,2015,201508,36.0,43.0,-44.62,-16.28,43.0,2015-08-01
Fluchtunfälle,Verletzte und Getötete,2015,201509,49.0,60.0,36.11,-18.33,42.0,2015-09-01
Fluchtunfälle,Verletzte und Getötete,2015,201510,52.0,55.0,6.12,-5.45,42.0,2015-10-01
Fluchtunfälle,Verletzte und Getötete,2015,201511,43.0,42.0,-17.31,2.38,42.0,2015-11-01
Fluchtunfälle,Verletzte und Getötete,2015,201512,38.0,35.0,-11.63,8.57,42.0,2015-12-01
Fluchtunfälle,Verletzte und Getötete,2016,201601,31.0,19.0,-18.42,63.16,43.0,2016-01-01
Fluchtunfälle,Verletzte und Getötete,2016,201602,24.0,18.0,-22.58,33.33,44.0,2016-02-01
Fluchtunfälle,Verletzte und Getötete,2016,201603,41.0,49.0,70.83,-16.33,43.0,2016-03-01
Fluchtunfälle,Verletzte und Getötete,2016,201604,42.0,45.0,2.44,-6.67,43.0,2016-04-01
Fluchtunfälle,Verletzte und Getötete,2016,201605,44.0,41.0,4.76,7.32,43.0,2016-05-01
Fluchtunfälle,Verletzte und Getötete,2016,201606,54.0,54.0,22.73,0.0,43.0,2016-06-01
Fluchtunfälle,Verletzte und Getötete,2016,201607,61.0,65.0,12.96,-6.15,43.0,2016-07-01
Fluchtunfälle,Verletzte und Getötete,2016,201608,70.0,36.0,14.75,94.44,46.0,2016-08-01
Fluchtunfälle,Verletzte und Getötete,2016,201609,70.0,49.0,0.0,42.86,48.0,2016-09-01
Fluchtunfälle,Verletzte und Getötete,2016,201610,44.0,52.0,-37.14,-15.38,47.0,2016-10-01
Fluchtunfälle,Verletzte und Getötete,2016,201611,32.0,43.0,-27.27,-25.58,46.0,2016-11-01
Fluchtunfälle,Verletzte und Getötete,2016,201612,35.0,38.0,9.38,-7.89,46.0,2016-12-01
Fluchtunfälle,Verletzte und Getötete,2017,201701,22.0,31.0,-37.14,-29.03,45.0,2017-01-01
Fluchtunfälle,Verletzte und Getötete,2017,201702,41.0,24.0,86.36,70.83,46.0,2017-02-01
Fluchtunfälle,Verletzte und Getötete,2017,201703,36.0,41.0,-12.2,-12.2,46.0,2017-03-01
Fluchtunfälle,Verletzte und Getötete,2017,201704,36.0,42.0,0.0,-14.29,45.0,2017-04-01
Fluchtunfälle,Verletzte und Getötete,2017,201705,60.0,44.0,66.67,36.36,47.0,2017-05-01
Fluchtunfälle,Verletzte und Getötete,2017,201706,54.0,54.0,-10.0,0.0,47.0,2017-06-01
Fluchtunfälle,Verletzte und Getötete,2017,201707,65.0,61.0,20.37,6.56,47.0,2017-07-01
Fluchtunfälle,Verletzte und Getötete,2017,201708,38.0,70.0,-41.54,-45.71,44.0,2017-08-01
Fluchtunfälle,Verletzte und Getötete,2017,201709,59.0,70.0,55.26,-15.71,44.0,2017-09-01
Fluchtunfälle,Verletzte und Getötete,2017,201710,59.0,44.0,0.0,34.09,45.0,2017-10-01
Fluchtunfälle,Verletzte und Getötete,2017,201711,48.0,32.0,-18.64,50.0,46.0,2017-11-01
Fluchtunfälle,Verletzte und Getötete,2017,201712,33.0,35.0,-31.25,-5.71,46.0,2017-12-01
Fluchtunfälle,Verletzte und Getötete,2018,201801,40.0,22.0,21.21,81.82,47.0,2018-01-01
Fluchtunfälle,Verletzte und Getötete,2018,201802,40.0,41.0,0.0,-2.44,47.0,2018-02-01
Fluchtunfälle,Verletzte und Getötete,2018,201803,35.0,36.0,-12.5,-2.78,47.0,2018-03-01
Fluchtunfälle,Verletzte und Getötete,2018,201804,44.0,36.0,25.71,22.22,48.0,2018-04-01
Fluchtunfälle,Verletzte und Getötete,2018,201805,43.0,60.0,-2.27,-28.33,47.0,2018-05-01
Fluchtunfälle,Verletzte und Getötete,2018,201806,49.0,54.0,13.95,-9.26,46.0,2018-06-01
Fluchtunfälle,Verletzte und Getötete,2018,201807,72.0,65.0,46.94,10.77,47.0,2018-07-01
Fluchtunfälle,Verletzte und Getötete,2018,201808,39.0,38.0,-45.83,2.63,47.0,2018-08-01
Fluchtunfälle,Verletzte und Getötete,2018,201809,59.0,59.0,51.28,0.0,47.0,2018-09-01
Fluchtunfälle,Verletzte und Getötete,2018,201810,60.0,59.0,1.69,1.69,47.0,2018-10-01
Fluchtunfälle,Verletzte und Getötete,2018,201811,37.0,48.0,-38.33,-22.92,46.0,2018-11-01
Fluchtunfälle,Verletzte und Getötete,2018,201812,37.0,33.0,0.0,12.12,46.0,2018-12-01
Fluchtunfälle,Verletzte und Getötete,2019,201901,32.0,40.0,-13.51,-20.0,46.0,2019-01-01
Fluchtunfälle,Verletzte und Getötete,2019,201902,26.0,40.0,-18.75,-35.0,44.0,2019-02-01
Fluchtunfälle,Verletzte und Getötete,2019,201903,44.0,35.0,69.23,25.71,45.0,2019-03-01
Fluchtunfälle,Verletzte und Getötete,2019,201904,35.0,44.0,-20.45,-20.45,44.0,2019-04-01
Fluchtunfälle,Verletzte und Getötete,2019,201905,41.0,43.0,17.14,-4.65,44.0,2019-05-01
Fluchtunfälle,Verletzte und Getötete,2019,201906,61.0,49.0,48.78,24.49,45.0,2019-06-01
Fluchtunfälle,Verletzte und Getötete,2019,201907,81.0,72.0,32.79,12.5,46.0,2019-07-01
Fluchtunfälle,Verletzte und Getötete,2019,201908,37.0,39.0,-54.32,-5.13,46.0,2019-08-01
Fluchtunfälle,Verletzte und Getötete,2019,201909,55.0,59.0,48.65,-6.78,46.0,2019-09-01
Fluchtunfälle,Verletzte und Getötete,2019,201910,45.0,60.0,-18.18,-25.0,44.0,2019-10-01
Fluchtunfälle,Verletzte und Getötete,2019,201911,41.0,37.0,-8.89,10.81,45.0,2019-11-01
Fluchtunfälle,Verletzte und Getötete,2019,201912,43.0,37.0,4.88,16.22,45.0,2019-12-01
Fluchtunfälle,Verletzte und Getötete,2020,202001,28.0,32.0,-34.88,-12.5,45.0,2020-01-01
Fluchtunfälle,Verletzte und Getötete,2020,202002,34.0,26.0,21.43,30.77,45.0,2020-02-01
Fluchtunfälle,Verletzte und Getötete,2020,202003,33.0,44.0,-2.94,-25.0,45.0,2020-03-01
Fluchtunfälle,Verletzte und Getötete,2020,202004,34.0,35.0,3.03,-2.86,44.0,2020-04-01
Fluchtunfälle,Verletzte und Getötete,2020,202005,34.0,41.0,0.0,-17.07,44.0,2020-05-01
Fluchtunfälle,Verletzte und Getötete,2020,202006,49.0,61.0,44.12,-19.67,43.0,2020-06-01
Fluchtunfälle,Verletzte und Getötete,2020,202007,58.0,81.0,18.37,-28.4,41.0,2020-07-01
Fluchtunfälle,Verletzte und Getötete,2020,202008,36.0,37.0,-37.93,-2.7,41.0,2020-08-01
Fluchtunfälle,Verletzte und Getötete,2020,202009,49.0,55.0,36.11,-10.91,40.0,2020-09-01
Fluchtunfälle,Verletzte und Getötete,2020,202010,50.0,45.0,2.04,11.11,41.0,2020-10-01
Fluchtunfälle,Verletzte und Getötete,2020,202011,27.0,41.0,-46.0,-34.15,40.0,2020-11-01
Fluchtunfälle,Verletzte und Getötete,2020,202012,33.0,43.0,22.22,-23.26,39.0,2020-12-01
Fluchtunfälle,insgesamt,2000,200001,835.0,0.0,0.0,0.0,835.0,2000-01-01
Fluchtunfälle,insgesamt,2000,200002,890.0,0.0,6.59,0.0,863.0,2000-02-01
Fluchtunfälle,insgesamt,2000,200003,974.0,0.0,9.44,0.0,900.0,2000-03-01
Fluchtunfälle,insgesamt,2000,200004,834.0,0.0,-14.37,0.0,883.0,2000-04-01
Fluchtunfälle,insgesamt,2000,200005,1086.0,0.0,30.22,0.0,924.0,2000-05-01
Fluchtunfälle,insgesamt,2000,200006,842.0,0.0,-22.47,0.0,910.0,2000-06-01
Fluchtunfälle,insgesamt,2000,200007,1102.0,0.0,30.88,0.0,938.0,2000-07-01
Fluchtunfälle,insgesamt,2000,200008,881.0,0.0,-20.05,0.0,931.0,2000-08-01
Fluchtunfälle,insgesamt,2000,200009,978.0,0.0,11.01,0.0,936.0,2000-09-01
Fluchtunfälle,insgesamt,2000,200010,1078.0,0.0,10.22,0.0,950.0,2000-10-01
Fluchtunfälle,insgesamt,2000,200011,1017.0,0.0,-5.66,0.0,956.0,2000-11-01
Fluchtunfälle,insgesamt,2000,200012,950.0,0.0,-6.59,0.0,956.0,2000-12-01
Fluchtunfälle,insgesamt,2001,200101,871.0,835.0,-8.32,4.31,959.0,2001-01-01
Fluchtunfälle,insgesamt,2001,200102,820.0,890.0,-5.86,-7.87,953.0,2001-02-01
Fluchtunfälle,insgesamt,2001,200103,962.0,974.0,17.32,-1.23,952.0,2001-03-01
Fluchtunfälle,insgesamt,2001,200104,897.0,834.0,-6.76,7.55,957.0,2001-04-01
Fluchtunfälle,insgesamt,2001,200105,1081.0,1086.0,20.51,-0.46,957.0,2001-05-01
Fluchtunfälle,insgesamt,2001,200106,905.0,842.0,-16.28,7.48,962.0,2001-06-01
Fluchtunfälle,insgesamt,2001,200107,1047.0,1102.0,15.69,-4.99,957.0,2001-07-01
Fluchtunfälle,insgesamt,2001,200108,814.0,881.0,-22.25,-7.6,952.0,2001-08-01
Fluchtunfälle,insgesamt,2001,200109,953.0,978.0,17.08,-2.56,950.0,2001-09-01
Fluchtunfälle,insgesamt,2001,200110,1104.0,1078.0,15.84,2.41,952.0,2001-10-01
Fluchtunfälle,insgesamt,2001,200111,1001.0,1017.0,-9.33,-1.57,950.0,2001-11-01
